store_no,chain_no,chain,geoaddress,geocity,geostate,geozip,geozip4,county,dma_market,dma_no,segment,subsegment,category,latitude,longitude,geoquality,yr_built,co_fr,co_fr_no,seg_no
57908,1,Burger King-TR,4094 LAWRENCEVILLE HWY,TUCKER,GA,30084,4621.0,DE KALB,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.85107,-84.214417,1BEST(Actual),1981,FRANCHISE,1.0,1
57907,1,Burger King-TR,4105 BUFORD DR,BUFORD,GA,30518,3439.0,GWINNETT,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,34.092078,-84.000562,1BEST(Actual),1986,FRANCHISE,1.0,1
57869,1,Burger King-TR,6137 BUFORD HWY,NORCROSS,GA,30071,2404.0,GWINNETT,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.932769,-84.221881,1BEST(Actual),1982,FRANCHISE,1.0,1
57927,1,Burger King-TR,3040 FIVE FORKS TRICKUM RD SW,LILBURN,GA,30047,1807.0,GWINNETT,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.885555,-84.060535,1BEST(Actual),1993,FRANCHISE,1.0,1
57851,1,Burger King-TR,1600 INDIAN TRAIL LILBURN RD,NORCROSS,GA,30093,2607.0,GWINNETT,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.922153,-84.171401,1BEST(Address),1993,FRANCHISE,1.0,1
54802,1,Burger King-TR,386 NORTH AVE NE,ATLANTA,GA,30308,2533.0,FULTON,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.771962,-84.374115,1BEST(Actual),1978,FRANCHISE,1.0,1
57874,1,Burger King-TR,655 GLYNN ST N,FAYETTEVILLE,GA,30214,1110.0,FAYETTE,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.461572,-84.45069,1BEST(Actual),1982,FRANCHISE,1.0,1
54800,1,Burger King-TR,1122 NORTHSIDE DR NW,ATLANTA,GA,30318,,FULTON,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.78531,-84.407685,1BEST(Address),1986,FRANCHISE,1.0,1
57871,1,Burger King-TR,5654 BUFORD HWY NE,DORAVILLE,GA,30340,1223.0,DE KALB,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.905929,-84.271151,1BEST(Actual),1974,FRANCHISE,1.0,1
54798,1,Burger King-TR,5068 OLD NATIONAL HWY,COLLEGE PARK,GA,30349,3216.0,FULTON,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.61725,-84.47227,1BEST(Actual),1974,COMPANY,0.0,1
54797,1,Burger King-TR,2701 METROPOLITAN PKWY SW,ATLANTA,GA,30315,7913.0,FULTON,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.681604,-84.408135,1BEST(Actual),1983,COMPANY,0.0,1
54789,1,Burger King-TR,199 NORTHSIDE DR SW,ATLANTA,GA,30313,1339.0,FULTON,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.749297,-84.404817,1BEST(Actual),1978,FRANCHISE,1.0,1
57843,1,Burger King-TR,216 W TAYLOR ST,GRIFFIN,GA,30223,3027.0,SPALDING,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.246858,-84.265982,1BEST(Actual),1978,FRANCHISE,1.0,1
54784,1,Burger King-TR,247 FOREST PKWY,FOREST PARK,GA,30297,2156.0,CLAYTON,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.61943,-84.381879,1BEST(Actual),1965,FRANCHISE,1.0,1
57846,1,Burger King-TR,3994 PLEASANTDALE RD,DORAVILLE,GA,30340,4208.0,DE KALB,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.89874,-84.24379,1BEST(Actual),1979,FRANCHISE,1.0,1
57853,1,Burger King-TR,4 N DIXIE AVE,CARTERSVILLE,GA,30120,3341.0,BARTOW,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,34.16851,-84.78894,1BEST(Actual),1983,FRANCHISE,1.0,1
57856,1,Burger King-TR,4537 CHAMBLEE DUNWOODY RD,DUNWOODY,GA,30338,6209.0,DE KALB,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.923835,-84.314085,1BEST(Actual),1986,FRANCHISE,1.0,1
57858,1,Burger King-TR,4410 WADE GREEN RD NW,KENNESAW,GA,30144,1254.0,COBB,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,34.060983,-84.592343,1BEST(Actual),1993,FRANCHISE,1.0,1
57861,1,Burger King-TR,1201 COBB PKWY N,MARIETTA,GA,30062,2419.0,COBB,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.980527,-84.558209,1BEST(Actual),1982,FRANCHISE,1.0,1
57862,1,Burger King-TR,650 S MARIETTA PKWY SE,MARIETTA,GA,30060,2720.0,COBB,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.942815,-84.534033,1BEST(Actual),1982,FRANCHISE,1.0,1
57863,1,Burger King-TR,3740 AUSTELL RD SW,MARIETTA,GA,30008,5862.0,COBB,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.86241,-84.59733,1BEST(Actual),1975,FRANCHISE,1.0,1
57866,1,Burger King-TR,2112 S COBB DR SE,SMYRNA,GA,30080,1348.0,COBB,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.901553,-84.54186,1BEST(Actual),1983,FRANCHISE,1.0,1
57868,1,Burger King-TR,5325 PEACHTREE INDUSTRIAL BLVD,NORCROSS,GA,30092,3029.0,GWINNETT,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.961978,-84.208032,1BEST(Actual),1989,FRANCHISE,1.0,1
54786,1,Burger King-TR,5141 JONESBORO RD,LAKE CITY,GA,30260,3402.0,CLAYTON,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.61541,-84.35016,1BEST(Actual),1986,FRANCHISE,1.0,1
57845,1,Burger King-TR,7140 PEACHTREE INDUSTRIAL BLVD,PEACHTREE CORNERS,GA,30071,1002.0,GWINNETT,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.930586,-84.26403,1BEST(Actual),1992,FRANCHISE,1.0,1
175065,1,Burger King-TR,415 BULLSBORO DR,NEWNAN,GA,30263,5840.0,COWETA,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.394386,-84.761681,1BEST(Actual),1996,COMPANY,,1
438827,1,Burger King-TR,2814 HIGHWAY 34 E,NEWNAN,GA,30265,1434.0,COWETA,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.409119,-84.689819,1BEST(Actual),2016,FRANCHISE,1.0,1
438842,1,Burger King-TR,1412 N EXPRESSWAY,GRIFFIN,GA,30223,1754.0,SPALDING,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.270299,-84.290143,1BEST(Address),2016,FRANCHISE,1.0,1
428974,1,Burger King-TR,3195 DONALD LEE HOLLOWELL PKWY NW,ATLANTA,GA,30318,4407.0,FULTON,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.786631,-84.49144,1BEST(Actual),2016,COMPANY,0.0,1
434429,1,Burger King-TR,2060 W SPRING ST,MONROE,GA,30655,3218.0,WALTON,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.79819,-83.74227,1BEST(Actual),2016,FRANCHISE,1.0,1
429097,1,Burger King-TR,6910 HIGHWAY 85,RIVERDALE,GA,30274,2902.0,CLAYTON,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,33.565911,-84.412418,1BEST(Actual),2015,FRANCHISE,1.0,1
453781,1,Burger King-TR,1631 WALTON WAY,AUGUSTA,GA,30904,3767.0,RICHMOND,AUGUSTA  GA,520,QSR,QSR,Hamburger/Roast Beef,33.475884,-81.994066,1BEST(Actual),2017,FRANCHISE,1.0,1
365231,1,Burger King-TR,3054 WASHINGTON RD,AUGUSTA,GA,30907,3831.0,RICHMOND,AUGUSTA  GA,520,QSR,QSR,Hamburger/Roast Beef,33.51264,-82.050712,1BEST(Actual),2007,COMPANY,0.0,1
233592,1,Burger King-TR,433 S BELAIR RD,MARTINEZ,GA,30907,9602.0,COLUMBIA,AUGUSTA  GA,520,QSR,QSR,Hamburger/Roast Beef,33.483717,-82.132657,1BEST(Actual),1998,FRANCHISE,1.0,1
389227,1,Burger King-TR,540 N BELAIR RD,EVANS,GA,30809,3105.0,COLUMBIA,AUGUSTA  GA,520,QSR,QSR,Hamburger/Roast Beef,33.535892,-82.129905,1BEST(Actual),2009,FRANCHISE,1.0,1
389223,1,Burger King-TR,500 HOPKINS CORNER DR,WAYNESBORO,GA,30830,3486.0,BURKE,AUGUSTA  GA,520,QSR,QSR,Hamburger/Roast Beef,33.104758,-82.02295,1BEST(Actual),2009,FRANCHISE,1.0,1
57237,1,Burger King-TR,3407 DEANS BRIDGE RD,AUGUSTA,GA,30906,9065.0,RICHMOND,AUGUSTA  GA,520,QSR,QSR,Hamburger/Roast Beef,33.419186,-82.080064,1BEST(Actual),1983,FRANCHISE,1.0,1
57226,1,Burger King-TR,1871 WASHINGTON RD,THOMSON,GA,30824,7205.0,MCDUFFIE,AUGUSTA  GA,520,QSR,QSR,Hamburger/Roast Beef,33.507173,-82.503167,1BEST(Actual),1988,FRANCHISE,1.0,1
57236,1,Burger King-TR,BUILDING 35402,FORT EISENHOWER,GA,30905,,RICHMOND,AUGUSTA  GA,520,QSR,QSR,Hamburger/Roast Beef,33.414153,-82.136008,1BEST(Actual),1985,COMPANY,0.0,1
57238,1,Burger King-TR,3201 PEACH ORCHARD RD,AUGUSTA,GA,30906,4884.0,RICHMOND,AUGUSTA  GA,520,QSR,QSR,Hamburger/Roast Beef,33.407758,-82.027907,1BEST(Actual),1986,FRANCHISE,1.0,1
57239,1,Burger King-TR,1601 GORDON HWY,AUGUSTA,GA,30906,2205.0,RICHMOND,AUGUSTA  GA,520,QSR,QSR,Hamburger/Roast Beef,33.439483,-82.0132,1BEST(Actual),1968,COMPANY,,1
57233,1,Burger King-TR,3431 WRIGHTSBORO RD,AUGUSTA,GA,30909,2513.0,RICHMOND,AUGUSTA  GA,520,QSR,QSR,Hamburger/Roast Beef,33.467985,-82.079319,1BEST(Actual),1977,FRANCHISE,1.0,1
467230,1,Burger King-TR,13200 CLEVELAND ST W,NAHUNTA,GA,31553,,BRANTLEY,JACKSONVILLE  FL,561,QSR,QSR,Hamburger/Roast Beef,31.201579,-81.989597,1BEST(Address),2019,FRANCHISE,1.0,1
503072,1,Burger King-TR,5015 NEW JESUP HWY,BRUNSWICK,GA,31520,1267.0,GLYNN,JACKSONVILLE  FL,561,QSR,QSR,Hamburger/Roast Beef,31.217339,-81.519879,1BEST(Actual),2024,,,1
229894,1,Burger King-TR,13060 GA HIGHWAY 251,DARIEN,GA,31305,3643.0,MCINTOSH,SAVANNAH  GA,507,QSR,QSR,Hamburger/Roast Beef,31.398373,-81.45138,1BEST(Actual),1996,FRANCHISE,1.0,1
238370,1,Burger King-TR,115 GOLDEN ISLES PLZ,BRUNSWICK,GA,31520,1937.0,GLYNN,JACKSONVILLE  FL,561,QSR,QSR,Hamburger/Roast Beef,31.213005,-81.49215,1BEST(Actual),1999,FRANCHISE,1.0,1
456759,1,Burger King-TR,5865 ALABAMA HWY,RINGGOLD,GA,30736,2819.0,CATOOSA,CHATTANOOGA  TN,575,QSR,QSR,Hamburger/Roast Beef,34.907616,-85.128517,1BEST(Actual),2018,FRANCHISE,1.0,1
57241,1,Burger King-TR,831 BATTLEFIELD PKWY,FORT OGLETHORPE,GA,30742,3925.0,CATOOSA,CHATTANOOGA  TN,575,QSR,QSR,Hamburger/Roast Beef,34.954179,-85.250845,1BEST(Actual),1974,FRANCHISE,1.0,1
348913,1,Burger King-TR,350 INGERSOLL LOOP,FORT MOORE,GA,31905,,CHATTAHOOCHEE,COLUMBUS  GA,522,QSR,QSR,Hamburger/Roast Beef,32.362116,-84.963412,1BEST(Actual),2006,COMPANY,0.0,1
233591,1,Burger King-TR,7310 VETERANS PKWY,COLUMBUS,GA,31909,3198.0,MUSCOGEE,COLUMBUS  GA,522,QSR,QSR,Hamburger/Roast Beef,32.552223,-84.94796,1BEST(Actual),1996,FRANCHISE,1.0,1
238323,1,Burger King-TR,3103 GENTIAN BLVD,COLUMBUS,GA,31907,,MUSCOGEE,COLUMBUS  GA,522,QSR,QSR,Hamburger/Roast Beef,32.505908,-84.943298,1BEST(Address),1999,FRANCHISE,1.0,1
57225,1,Burger King-TR,4126 BUENA VISTA RD,COLUMBUS,GA,31907,3806.0,MUSCOGEE,COLUMBUS  GA,522,QSR,QSR,Hamburger/Roast Beef,32.463581,-84.923485,1BEST(Actual),1992,FRANCHISE,1.0,1
57223,1,Burger King-TR,3520 MACON RD,COLUMBUS,GA,31907,2530.0,MUSCOGEE,COLUMBUS  GA,522,QSR,QSR,Hamburger/Roast Beef,32.484491,-84.936323,1BEST(Actual),1969,COMPANY,0.0,1
57222,1,Burger King-TR,5901 MILLER RD,COLUMBUS,GA,31907,1357.0,MUSCOGEE,COLUMBUS  GA,522,QSR,QSR,Hamburger/Roast Beef,32.52298,-84.89003,1BEST(Actual),1987,FRANCHISE,1.0,1
57214,1,Burger King-TR,1218 VETERANS PKWY,COLUMBUS,GA,31901,2510.0,MUSCOGEE,COLUMBUS  GA,522,QSR,QSR,Hamburger/Roast Beef,32.469248,-84.987106,1BEST(Actual),1988,FRANCHISE,1.0,1
57213,1,Burger King-TR,4312 VETERANS PKWY,COLUMBUS,GA,31904,6553.0,MUSCOGEE,COLUMBUS  GA,522,QSR,QSR,Hamburger/Roast Beef,32.505798,-84.97332,1BEST(Actual),1969,FRANCHISE,1.0,1
57212,1,Burger King-TR,2550 AIRPORT THRUWAY,COLUMBUS,GA,31904,9011.0,MUSCOGEE,COLUMBUS  GA,522,QSR,QSR,Hamburger/Roast Beef,32.518648,-84.956095,1BEST(Actual),1980,COMPANY,,1
57230,1,Burger King-TR,3715 VICTORY DR,COLUMBUS,GA,31903,3217.0,MUSCOGEE,COLUMBUS  GA,522,QSR,QSR,Hamburger/Roast Beef,32.417629,-84.943291,1BEST(Actual),1969,COMPANY,0.0,1
438828,1,Burger King-TR,1514 BRADLEY PARK DR,COLUMBUS,GA,31904,3001.0,MUSCOGEE,COLUMBUS  GA,522,QSR,QSR,Hamburger/Roast Beef,32.531483,-84.970078,1BEST(Actual),2016,FRANCHISE,1.0,1
451173,1,Burger King-TR,1906 CHATTANOOGA RD,DALTON,GA,30720,3045.0,WHITFIELD,CHATTANOOGA  TN,575,QSR,QSR,Hamburger/Roast Beef,34.795992,-84.995407,1BEST(Address),2017,FRANCHISE,1.0,1
229791,1,Burger King-TR,310 NORTHGATE DR,DALTON,GA,30721,8680.0,WHITFIELD,CHATTANOOGA  TN,575,QSR,QSR,Hamburger/Roast Beef,34.79788,-84.96001,1BEST(Actual),1998,FRANCHISE,1.0,1
57209,1,Burger King-TR,1512 W WALNUT AVE,DALTON,GA,30720,3831.0,WHITFIELD,CHATTANOOGA  TN,575,QSR,QSR,Hamburger/Roast Beef,34.760677,-84.995993,1BEST(Actual),1976,FRANCHISE,1.0,1
438866,1,Burger King-TR,1105 N 3RD AVE,CHATSWORTH,GA,30705,2025.0,MURRAY,CHATTANOOGA  TN,575,QSR,QSR,Hamburger/Roast Beef,34.78729,-84.772349,1BEST(Address),2017,FRANCHISE,1.0,1
299693,1,Burger King-TR,4760 LANIER ISLANDS PKWY,BUFORD,GA,30518,9001.0,HALL,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,34.140702,-83.952289,1BEST(Actual),2001,FRANCHISE,1.0,1
57849,1,Burger King-TR,1337 THOMPSON BRIDGE RD,GAINESVILLE,GA,30501,1709.0,HALL,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,34.319684,-83.832434,1BEST(Actual),1993,FRANCHISE,1.0,1
57886,1,Burger King-TR,806 ATHENS ST,GAINESVILLE,GA,30501,4882.0,HALL,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,34.294043,-83.815328,1BEST(Actual),1982,FRANCHISE,1.0,1
57887,1,Burger King-TR,3703 MUNDY MILL RD,OAKWOOD,GA,30566,3420.0,HALL,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,34.228849,-83.868951,1BEST(Actual),1985,FRANCHISE,1.0,1
57888,1,Burger King-TR,403 PEARL NIX PKWY,GAINESVILLE,GA,30501,3553.0,HALL,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,34.288097,-83.840942,1BEST(Actual),1964,FRANCHISE,1.0,1
467229,1,Burger King-TR,13708 E OGLETHORPE HWY,MIDWAY,GA,31320,,LIBERTY,SAVANNAH  GA,507,QSR,QSR,Hamburger/Roast Beef,31.780567,-81.382741,1BEST(Address),2019,,,1
229895,1,Burger King-TR,815 ELMA G MILES PKWY,HINESVILLE,GA,31313,4566.0,LIBERTY,SAVANNAH  GA,507,QSR,QSR,Hamburger/Roast Beef,31.830057,-81.616675,1BEST(Actual),1997,COMPANY,0.0,1
59149,1,Burger King-TR,455 GULICK AVE,FORT STEWART,GA,31314,,LIBERTY,SAVANNAH  GA,507,QSR,QSR,Hamburger/Roast Beef,31.867032,-81.610443,1BEST(Actual),1985,FRANCHISE,1.0,1
453761,1,Burger King-TR,5441 BOWMAN RD,MACON,GA,31210,8880.0,BIBB,MACON  GA,503,QSR,QSR,Hamburger/Roast Beef,32.924705,-83.734236,1BEST(Actual),2017,FRANCHISE,1.0,1
233726,1,Burger King-TR,853 RIVERSIDE DR,MACON,GA,31201,2662.0,BIBB,MACON  GA,503,QSR,QSR,Hamburger/Roast Beef,32.84325,-83.629456,1BEST(Actual),1995,FRANCHISE,1.0,1
103148,1,Burger King-TR,4459 FORSYTH RD,MACON,GA,31210,4525.0,BIBB,MACON  GA,503,QSR,QSR,Hamburger/Roast Beef,32.870324,-83.700928,1BEST(Actual),1983,COMPANY,0.0,1
103149,1,Burger King-TR,4964 ROMEISER DR,MACON,GA,31206,5339.0,BIBB,MACON  GA,503,QSR,QSR,Hamburger/Roast Beef,32.80783,-83.72762,1BEST(Actual),1978,FRANCHISE,1.0,1
59162,1,Burger King-TR,179 N LEE ST,FORSYTH,GA,31029,2176.0,MONROE,MACON  GA,503,QSR,QSR,Hamburger/Roast Beef,33.040268,-83.937829,1BEST(Actual),1986,COMPANY,,1
103150,1,Burger King-TR,3773 BLOOMFIELD RD,MACON,GA,31206,3611.0,BIBB,MACON  GA,503,QSR,QSR,Hamburger/Roast Beef,32.819115,-83.69768,1BEST(Actual),1977,FRANCHISE,1.0,1
103147,1,Burger King-TR,3820 RIVERSIDE DR,MACON,GA,31210,1813.0,BIBB,MACON  GA,503,QSR,QSR,Hamburger/Roast Beef,32.901395,-83.687848,1BEST(Actual),1988,FRANCHISE,1.0,1
103152,1,Burger King-TR,3025 PIO NONO AVE,MACON,GA,31206,3025.0,BIBB,MACON  GA,503,QSR,QSR,Hamburger/Roast Beef,32.808253,-83.663511,1BEST(Actual),1976,FRANCHISE,1.0,1
103151,1,Burger King-TR,1188 GRAY HWY,MACON,GA,31211,1849.0,BIBB,MACON  GA,503,QSR,QSR,Hamburger/Roast Beef,32.856981,-83.617427,1BEST(Actual),1983,FRANCHISE,1.0,1
57206,1,Burger King-TR,1313 TURNER MCCALL BLVD SE,ROME,GA,30161,6069.0,FLOYD,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,34.25287,-85.16301,1BEST(Actual),1986,FRANCHISE,1.0,1
57205,1,Burger King-TR,2207 SHORTER AVE SW,ROME,GA,30165,2030.0,FLOYD,ATLANTA  GA,524,QSR,QSR,Hamburger/Roast Beef,34.271045,-85.226284,1BEST(Address),1960,FRANCHISE,1.0,1
467237,1,Burger King-TR,7306 HIGHWAY 21,PORT WENTWORTH,GA,31407,,CHATHAM,SAVANNAH  GA,507,QSR,QSR,Hamburger/Roast Beef,32.199907,-81.197773,1BEST(Address),2019,COMPANY,0.0,1
465846,1,Burger King-TR,4660 US HIGHWAY 17,RICHMOND HILL,GA,31324,3309.0,BRYAN,SAVANNAH  GA,507,QSR,QSR,Hamburger/Roast Beef,31.924145,-81.337279,1BEST(Actual),2019,FRANCHISE,1.0,1
453770,1,Burger King-TR,5918 OGEECHEE RD,SAVANNAH,GA,31419,9577.0,CHATHAM,SAVANNAH  GA,507,QSR,QSR,Hamburger/Roast Beef,31.999672,-81.254041,1BEST(Actual),2018,FRANCHISE,1.0,1
217295,1,Burger King-TR,SAVANNAH INTL APT MAIN TERM,SAVANNAH,GA,31408,8000.0,CHATHAM,SAVANNAH  GA,507,QSR,QSR,Hamburger/Roast Beef,32.135535,-81.208239,1BEST(Actual),1997,,,1
59158,1,Burger King-TR,11711 ABERCORN ST,SAVANNAH,GA,31419,1905.0,CHATHAM,SAVANNAH  GA,507,QSR,QSR,Hamburger/Roast Beef,31.982244,-81.152633,1BEST(Actual),1978,FRANCHISE,1.0,1
59154,1,Burger King-TR,415 US HIGHWAY 80 E,POOLER,GA,31322,2631.0,CHATHAM,SAVANNAH  GA,507,QSR,QSR,Hamburger/Roast Beef,32.113033,-81.24123,1BEST(Actual),1988,FRANCHISE,1.0,1
59161,1,Burger King-TR,4241 AUGUSTA RD,SAVANNAH,GA,31408,2120.0,CHATHAM,SAVANNAH  GA,507,QSR,QSR,Hamburger/Roast Beef,32.103475,-81.150354,1BEST(Actual),1970,COMPANY,0.0,1
59145,1,Burger King-TR,14 W DERENNE AVE,SAVANNAH,GA,31405,6702.0,CHATHAM,SAVANNAH  GA,507,QSR,QSR,Hamburger/Roast Beef,32.029482,-81.111706,1BEST(Actual),1993,FRANCHISE,1.0,1
59136,1,Burger King-TR,601 MARTIN LUTHER KING JR BLVD,SAVANNAH,GA,31401,5505.0,CHATHAM,SAVANNAH  GA,507,QSR,QSR,Hamburger/Roast Beef,32.070907,-81.101261,1BEST(Actual),1968,FRANCHISE,1.0,1
438825,1,Burger King-TR,496 JIMMY DELOACH PKWY,SAVANNAH,GA,31407,3070.0,CHATHAM,SAVANNAH  GA,507,QSR,QSR,Hamburger/Roast Beef,32.16484,-81.231699,1BEST(Actual),2016,COMPANY,0.0,1
354501,1,Burger King-TR,4464 SHILOH RD,VALDOSTA,GA,31602,7647.0,LOWNDES,TALLAHASSEE  FL,530,QSR,QSR,Hamburger/Roast Beef,30.894513,-83.358861,1BEST(Address),2007,FRANCHISE,1.0,1
227696,1,Burger King-TR,1164 N SAINT AUGUSTINE RD,VALDOSTA,GA,31601,3545.0,LOWNDES,TALLAHASSEE  FL,530,QSR,QSR,Hamburger/Roast Beef,30.841336,-83.324415,1BEST(Actual),1998,COMPANY,0.0,1
233721,1,Burger King-TR,1304 W SCREVEN ST,QUITMAN,GA,31643,,BROOKS,TALLAHASSEE  FL,530,QSR,QSR,Hamburger/Roast Beef,30.785253,-83.571867,1BEST(Address),1998,FRANCHISE,1.0,1
59138,1,Burger King-TR,1801 N ASHLEY ST,VALDOSTA,GA,31602,3024.0,LOWNDES,TALLAHASSEE  FL,530,QSR,QSR,Hamburger/Roast Beef,30.854685,-83.280281,1BEST(Actual),1978,FRANCHISE,1.0,1
59139,1,Burger King-TR,2007 W HILL AVE,VALDOSTA,GA,31601,5113.0,LOWNDES,TALLAHASSEE  FL,530,QSR,QSR,Hamburger/Roast Beef,30.818384,-83.314621,1BEST(Actual),1977,FRANCHISE,1.0,1
342392,1,Burger King-TR,851 WARREN DR,WARNER ROBINS,GA,31088,714.0,HOUSTON,MACON  GA,503,QSR,QSR,Hamburger/Roast Beef,32.555325,-83.667258,1BEST(Actual),2006,FRANCHISE,1.0,1
217294,1,Burger King-TR,302 COMMERCIAL HTS,FORT VALLEY,GA,31030,3364.0,PEACH,MACON  GA,503,QSR,QSR,Hamburger/Roast Beef,32.558014,-83.882938,1BEST(Actual),1997,FRANCHISE,1.0,1
233722,1,Burger King-TR,201 RUSSELL PKWY,WARNER ROBINS,GA,31088,6166.0,HOUSTON,MACON  GA,503,QSR,QSR,Hamburger/Roast Beef,32.593395,-83.627731,1BEST(Actual),1994,FRANCHISE,1.0,1
229897,1,Burger King-TR,313 STATE ROUTE 49,BYRON,GA,31008,,PEACH,MACON  GA,503,QSR,QSR,Hamburger/Roast Beef,32.662095,-83.740858,1BEST(Address),1998,COMPANY,,1
229896,1,Burger King-TR,920 10TH ST DR,WARNER ROBINS,GA,31098,,HOUSTON,MACON  GA,503,QSR,QSR,Hamburger/Roast Beef,32.599227,-83.581556,1BEST(Address),1996,FRANCHISE,1.0,1
103156,1,Burger King-TR,2010 WATSON BLVD,WARNER ROBINS,GA,31093,3624.0,HOUSTON,MACON  GA,503,QSR,QSR,Hamburger/Roast Beef,32.61887,-83.647057,1BEST(Actual),1978,FRANCHISE,1.0,1
103157,1,Burger King-TR,1000 SAINT PATRICKS DR,PERRY,GA,31069,2145.0,HOUSTON,MACON  GA,503,QSR,QSR,Hamburger/Roast Beef,32.471909,-83.742599,1BEST(Actual),1984,FRANCHISE,1.0,1
227650,1,Burger King-TR,1305 MAIN ST S,GREENWOOD,SC,29646,3930.0,GREENWOOD,GREENVILLE  SC,567,QSR,QSR,Hamburger/Roast Beef,34.177723,-82.151003,1BEST(Actual),1996,FRANCHISE,1.0,1
238357,1,Burger King-TR,7604 HIGHWAY 25 N,WARE SHOALS,SC,29692,1610.0,GREENWOOD,GREENVILLE  SC,567,QSR,QSR,Hamburger/Roast Beef,34.371439,-82.222605,1BEST(Actual),1997,FRANCHISE,1.0,1
175128,1,Burger King-TR,1214 BYPASS 72 NE,GREENWOOD,SC,29649,2205.0,GREENWOOD,GREENVILLE  SC,567,QSR,QSR,Hamburger/Roast Beef,34.21123,-82.148394,1BEST(Actual),1978,FRANCHISE,1.0,1
471677,1,Burger King-TR,125 BEECH ISLAND AVE,BEECH ISLAND,SC,29842,,AIKEN,AUGUSTA  GA,520,QSR,QSR,Hamburger/Roast Beef,33.427669,-81.892167,1BEST(Address),2020,COMPANY,0.0,1
200045,1,Burger King-TR,119 NORTHRIDGE DR,NORTH AUGUSTA,SC,29860,9393.0,AIKEN,AUGUSTA  GA,520,QSR,QSR,Hamburger/Roast Beef,33.567854,-81.938469,1BEST(Actual),1996,FRANCHISE,1.0,1
58049,1,Burger King-TR,3580 RICHLAND AVE W,AIKEN,SC,29801,6312.0,AIKEN,AUGUSTA  GA,520,QSR,QSR,Hamburger/Roast Beef,33.564192,-81.766444,1BEST(Actual),1981,FRANCHISE,1.0,1
57997,1,Burger King-TR,402 E MARTINTOWN RD,NORTH AUGUSTA,SC,29841,4263.0,AIKEN,AUGUSTA  GA,520,QSR,QSR,Hamburger/Roast Beef,33.496621,-81.95995,1BEST(Actual),1986,FRANCHISE,1.0,1
58048,1,Burger King-TR,2101 WHISKEY RD,AIKEN,SC,29803,6165.0,AIKEN,AUGUSTA  GA,520,QSR,QSR,Hamburger/Roast Beef,33.516742,-81.71772,1BEST(Actual),1978,FRANCHISE,1.0,1
467202,1,Burger King-TR,4395 HIGHWAY 24,ANDERSON,SC,29626,5214.0,ANDERSON,GREENVILLE  SC,567,QSR,QSR,Hamburger/Roast Beef,34.51034,-82.759808,1BEST(Actual),2019,,,1
467201,1,Burger King-TR,909 GSP DR,GREER,SC,29651,6520.0,GREENVILLE,GREENVILLE  SC,567,QSR,QSR,Hamburger/Roast Beef,34.877685,-82.226013,1BEST(Actual),2019,COMPANY,0.0,1
