store_no,curr_natl_grade,curr_natl_index,curr_annual_sls_k,curr_mkt_grade,label_cng_cmg,label_cng_lt_png,curr_mkt_index,survey_yr_last_c,survey_yr_next_c,ttl_no_surveys_c,past_yrs,past_natl_grade,label_png,past_natl_index,past_annual_sls_k,past_mkt_grade,label_png_pmg,past_mkt_index,survey_yr_last_p,survey_yr_next_p,ttl_no_surveys_p,year
244817,C,102.0,1385.0,C,ARBY(C/C),ARBY(C<-),99.0,2024.0,,1.0,,,ARBY,,,,ARBY,,,,,2024
244815,,,,,ARBY,ARBY,,,,,,A-,ARBY(A),130.0,1524.0,B+,ARBY(A/B),129.0,2018.0,2017.0,2.0,2024
228587,B-,114.0,1548.0,B-,ARBY(B/B),ARBY(B<B),114.0,2023.0,2021.0,2.0,,B,ARBY(B),122.0,1430.0,B,ARBY(B/B),123.0,2019.0,2015.0,2.0,2024
228590,B,122.0,1657.0,B,ARBY(B/B),ARBY(B<C),121.0,2024.0,2022.0,4.0,,C+,ARBY(C),105.0,1231.0,C+,ARBY(C/C),105.0,2019.0,2017.0,4.0,2024
221512,D,82.0,1114.0,D,ARBY(D/D),ARBY(D<C),81.0,2024.0,2023.0,4.0,,C,ARBY(C),96.0,1125.0,C,ARBY(C/C),96.0,2019.0,2018.0,3.0,2024
228591,D,84.0,1141.0,D+,ARBY(D/D),ARBY(D<C),87.0,2022.0,2021.0,2.0,,C,ARBY(C),97.0,1137.0,C,ARBY(C/C),97.0,2020.0,2017.0,3.0,2024
228588,C+,108.0,1467.0,C+,ARBY(C/C),ARBY(C<B),109.0,2023.0,2022.0,2.0,,B-,ARBY(B),114.0,1336.0,B-,ARBY(B/B),113.0,2018.0,2017.0,3.0,2024
211206,C,102.0,1385.0,C+,ARBY(C/C),ARBY(C<C),105.0,2022.0,,1.0,,C,ARBY(C),100.0,1172.0,C,ARBY(C/C),99.0,2017.0,2017.0,2.0,2024
377256,B+,128.0,1738.0,B+,ARBY(B/B),ARBY(B<A),126.0,2023.0,,1.0,,A,ARBY(A),144.0,1688.0,A,ARBY(A/A),143.0,2018.0,,1.0,2024
51605,A+,149.0,2023.0,A+,ARBY(A/A),ARBY(A<A),149.0,2024.0,2021.0,2.0,,A,ARBY(A),137.0,1606.0,A,ARBY(A/A),136.0,2020.0,2017.0,2.0,2024
51610,F,69.0,937.0,F,ARBY(F/F),ARBY(F<F),69.0,2024.0,2022.0,4.0,,F,ARBY(F),64.0,750.0,F,ARBY(F/F),64.0,2019.0,2018.0,4.0,2024
51612,C-,90.0,1222.0,C-,ARBY(C/C),ARBY(C<D),90.0,2024.0,2022.0,4.0,,D+,ARBY(D),85.0,996.0,D+,ARBY(D/D),85.0,2020.0,2019.0,4.0,2024
51618,B-,111.0,1507.0,B-,ARBY(B/B),ARBY(B<C),112.0,2023.0,2022.0,2.0,,C+,ARBY(C),106.0,1242.0,C+,ARBY(C/C),106.0,2015.0,,1.0,2024
51619,C,95.0,1290.0,C,ARBY(C/C),ARBY(C<C),95.0,2023.0,2022.0,3.0,,C,ARBY(C),104.0,1219.0,C,ARBY(C/C),104.0,2020.0,2016.0,3.0,2024
51623,D+,88.0,1195.0,C-,ARBY(D/C),ARBY(D<C),91.0,2022.0,,1.0,,C-,ARBY(C),90.0,1055.0,D+,ARBY(C/D),89.0,2017.0,2016.0,4.0,2024
51637,C-,93.0,1263.0,C,ARBY(C/C),ARBY(C<D),96.0,2022.0,,1.0,,D,ARBY(D),84.0,984.0,D,ARBY(D/D),84.0,2016.0,2016.0,2.0,2024
51600,F,66.0,896.0,F,ARBY(F/F),ARBY(F<D),67.0,2022.0,2021.0,2.0,,D-,ARBY(D),70.0,820.0,D-,ARBY(D/D),70.0,2020.0,2017.0,2.0,2024
51640,D-,70.0,951.0,F,ARBY(D/F),ARBY(D<D),69.0,2024.0,2021.0,2.0,,D,ARBY(D),75.0,879.0,D,ARBY(D/D),75.0,2019.0,2017.0,3.0,2024
51577,,,,,ARBY,ARBY,,,,,,D,ARBY(D),82.0,961.0,D,ARBY(D/D),81.0,2016.0,,1.0,2024
51634,A-,130.0,1765.0,A-,ARBY(A/A),ARBY(A<A),132.0,2022.0,,1.0,,A,ARBY(A),135.0,1582.0,A,ARBY(A/A),136.0,2019.0,2015.0,2.0,2024
51639,D,81.0,1100.0,D,ARBY(D/D),ARBY(D<D),83.0,2022.0,,1.0,,D,ARBY(D),80.0,938.0,D,ARBY(D/D),81.0,2019.0,,1.0,2024
51622,,,,,ARBY,ARBY,,,,,,C,ARBY(C),104.0,1219.0,C,ARBY(C/C),104.0,2018.0,2017.0,2.0,2024
51599,C,97.0,1317.0,C,ARBY(C/C),ARBY(C<C),96.0,2023.0,2021.0,2.0,,C,ARBY(C),96.0,1125.0,C,ARBY(C/C),97.0,2019.0,2017.0,3.0,2024
51598,C,96.0,1304.0,C,ARBY(C/C),ARBY(C<D),96.0,2023.0,2022.0,3.0,,D+,ARBY(D),88.0,1031.0,D+,ARBY(D/D),88.0,2020.0,2016.0,3.0,2024
51594,D-,72.0,978.0,D-,ARBY(D/D),ARBY(D<D),73.0,2023.0,2022.0,4.0,,D,ARBY(D),78.0,914.0,D,ARBY(D/D),78.0,2020.0,2019.0,4.0,2024
51590,B,123.0,1670.0,B+,ARBY(B/B),ARBY(B<B),125.0,2023.0,2022.0,3.0,,B+,ARBY(B),127.0,1488.0,A-,ARBY(B/A),130.0,2020.0,2020.0,2.0,2024
51641,C,99.0,1344.0,C,ARBY(C/C),ARBY(C<C),96.0,2024.0,,1.0,,C,ARBY(C),97.0,1137.0,C,ARBY(C/C),96.0,2018.0,,1.0,2024
51578,B,119.0,1616.0,B,ARBY(B/B),ARBY(B<B),119.0,2024.0,2023.0,3.0,,B,ARBY(B),115.0,1348.0,B,ARBY(B/B),117.0,2020.0,,1.0,2024
51636,,,,,ARBY,ARBY,,,,,,C-,ARBY(C),91.0,1067.0,C-,ARBY(C/C),91.0,2018.0,2017.0,2.0,2024
51575,,,,,ARBY,ARBY,,,,,,D+,ARBY(D),85.0,996.0,D+,ARBY(D/D),85.0,2016.0,,1.0,2024
51573,A,138.0,1874.0,A,ARBY(A/A),ARBY(A<A),136.0,2023.0,2021.0,2.0,,A,ARBY(A),144.0,1688.0,A,ARBY(A/A),144.0,2019.0,2018.0,3.0,2024
51351,C+,107.0,1453.0,C+,ARBY(C/C),ARBY(C<C),107.0,2023.0,2021.0,3.0,,C,ARBY(C),103.0,1207.0,C,ARBY(C/C),103.0,2020.0,2019.0,5.0,2024
50569,,,,,ARBY,ARBY,,,,,,F,ARBY(F),54.0,633.0,F,ARBY(F/F),54.0,2018.0,2016.0,2.0,2024
50568,C,101.0,1372.0,C,ARBY(C/C),ARBY(C<C),98.0,2024.0,2023.0,2.0,,C-,ARBY(C),94.0,1102.0,C-,ARBY(C/C),94.0,2015.0,,1.0,2024
123769,B+,129.0,1752.0,B+,ARBY(B/B),ARBY(B<C),126.0,2023.0,,1.0,,C+,ARBY(C),108.0,1266.0,C+,ARBY(C/C),107.0,2017.0,2016.0,3.0,2024
51586,C,102.0,1385.0,C,ARBY(C/C),ARBY(C<C),102.0,2024.0,2022.0,3.0,,C,ARBY(C),101.0,1184.0,C,ARBY(C/C),102.0,2019.0,2017.0,2.0,2024
51624,,,,,ARBY,ARBY,,,,,,D,ARBY(D),80.0,938.0,D,ARBY(D/D),80.0,2015.0,,1.0,2024
51643,C-,93.0,1263.0,C,ARBY(C/C),ARBY(C<C),95.0,2022.0,,1.0,,C-,ARBY(C),92.0,1078.0,C-,ARBY(C/C),92.0,2019.0,2015.0,2.0,2024
50562,,,,,ARBY,ARBY,,,,,,,ARBY,,,,ARBY,,,,,2024
302599,B,118.0,1602.0,B,ARBY(B/B),ARBY(B<B),115.0,2023.0,2022.0,3.0,,B-,ARBY(B),113.0,1324.0,C+,ARBY(B/C),105.0,2019.0,2017.0,4.0,2024
228574,C,103.0,1399.0,C,ARBY(C/C),ARBY(C<C),100.0,2023.0,2022.0,4.0,,C,ARBY(C),101.0,1184.0,C-,ARBY(C/C),94.0,2020.0,2019.0,5.0,2024
385545,B,119.0,1616.0,B-,ARBY(B/B),ARBY(B<A),114.0,2024.0,2021.0,3.0,,A,ARBY(A),136.0,1594.0,B+,ARBY(A/B),126.0,2020.0,2019.0,4.0,2024
52703,B-,112.0,1521.0,C+,ARBY(B/C),ARBY(B<C),109.0,2022.0,2021.0,2.0,,C+,ARBY(C),109.0,1277.0,C,ARBY(C/C),100.0,2019.0,,1.0,2024
52700,D-,71.0,964.0,F,ARBY(D/F),ARBY(D<D),67.0,2022.0,,1.0,,D-,ARBY(D),72.0,844.0,F,ARBY(D/F),68.0,2020.0,2017.0,4.0,2024
52699,D,84.0,1141.0,D,ARBY(D/D),ARBY(D<C),83.0,2024.0,2022.0,2.0,,C,ARBY(C),96.0,1125.0,C-,ARBY(C/C),94.0,2017.0,,1.0,2024
416805,,,,,ARBY,ARBY,,,,,,,ARBY,,,,ARBY,,,,,2024
52927,A+,154.0,2091.0,A,ARBY(A/A),ARBY(A<A),140.0,2024.0,2023.0,4.0,,A,ARBY(A),140.0,1641.0,B+,ARBY(A/B),128.0,2020.0,2019.0,4.0,2024
452804,B-,112.0,1521.0,C,ARBY(B/C),ARBY(B<B),104.0,2023.0,2021.0,2.0,,B-,ARBY(B),111.0,1301.0,C,ARBY(B/C),102.0,2020.0,2018.0,2.0,2024
201327,F,68.0,923.0,F,ARBY(F/F),ARBY(F<D),63.0,2024.0,2022.0,3.0,,D-,ARBY(D),70.0,820.0,F,ARBY(D/F),66.0,2018.0,2016.0,3.0,2024
52704,B,121.0,1643.0,B-,ARBY(B/B),ARBY(B<C),113.0,2024.0,2022.0,4.0,,C-,ARBY(C),93.0,1090.0,D+,ARBY(C/D),87.0,2019.0,2017.0,3.0,2024
474583,,,,,ARBY,ARBY,,,,,,,ARBY,,,,ARBY,,,,,2024
369606,D,82.0,1114.0,C,ARBY(D/C),ARBY(D<C),96.0,2024.0,2022.0,3.0,,C+,ARBY(C),106.0,1242.0,C,ARBY(C/C),102.0,2015.0,,1.0,2024
407397,F,57.0,774.0,D-,ARBY(F/D),ARBY(F<-),70.0,2023.0,,1.0,,,ARBY,,,,ARBY,,,,,2024
52696,C,98.0,1331.0,B,ARBY(C/B),ARBY(C<C),120.0,2024.0,2021.0,2.0,,C,ARBY(C),103.0,1207.0,C+,ARBY(C/C),108.0,2019.0,2016.0,3.0,2024
52695,,,,,ARBY,ARBY,,,,,,B,ARBY(B),116.0,1360.0,B,ARBY(B/B),117.0,2018.0,,1.0,2024
434186,F,65.0,883.0,D,ARBY(F/D),ARBY(F<D),76.0,2024.0,2022.0,5.0,,D,ARBY(D),75.0,879.0,D,ARBY(D/D),81.0,2020.0,2019.0,5.0,2024
300231,D+,85.0,1154.0,D,ARBY(D/D),ARBY(D<D),79.0,2022.0,,1.0,,D+,ARBY(D),87.0,1020.0,D,ARBY(D/D),82.0,2019.0,2018.0,5.0,2024
337739,D,81.0,1100.0,D,ARBY(D/D),ARBY(D<D),75.0,2022.0,,1.0,,D,ARBY(D),80.0,938.0,D,ARBY(D/D),75.0,2019.0,2017.0,3.0,2024
52692,A+,157.0,2132.0,A,ARBY(A/A),ARBY(A<A),144.0,2023.0,2022.0,3.0,,A+,ARBY(A),178.0,2086.0,A+,ARBY(A/A),168.0,2020.0,2018.0,5.0,2024
460298,D,84.0,1141.0,D,ARBY(D/D),ARBY(D<D),84.0,2023.0,2021.0,2.0,,D,ARBY(D),80.0,938.0,D,ARBY(D/D),82.0,2020.0,,1.0,2024
500869,,,,,ARBY,ARBY,,,,,,,ARBY,,,,ARBY,,,,,2024
51608,D,79.0,1073.0,D,ARBY(D/D),ARBY(D<C),79.0,2024.0,2022.0,4.0,,C,ARBY(C),98.0,1149.0,C,ARBY(C/C),98.0,2020.0,2019.0,4.0,2024
51607,C+,107.0,1453.0,B-,ARBY(C/B),ARBY(C<C),111.0,2022.0,2021.0,2.0,,C,ARBY(C),98.0,1149.0,C,ARBY(C/C),98.0,2020.0,2019.0,4.0,2024
438596,B-,114.0,1548.0,B-,ARBY(B/B),ARBY(B<A),112.0,2024.0,2023.0,3.0,,A-,ARBY(A),134.0,1570.0,A-,ARBY(A/A),134.0,2019.0,2018.0,2.0,2024
52930,F,59.0,801.0,F,ARBY(F/F),ARBY(F<F),54.0,2023.0,2022.0,3.0,,F,ARBY(F),63.0,738.0,F,ARBY(F/F),66.0,2019.0,2018.0,6.0,2024
228604,D+,85.0,1154.0,C-,ARBY(D/C),ARBY(D<D),94.0,2022.0,,1.0,,D,ARBY(D),76.0,891.0,D-,ARBY(D/D),70.0,2019.0,2017.0,3.0,2024
230658,D-,71.0,964.0,D-,ARBY(D/D),ARBY(D<D),73.0,2023.0,2022.0,5.0,,D-,ARBY(D),70.0,820.0,F,ARBY(D/F),67.0,2020.0,2019.0,3.0,2024
123849,C-,93.0,1263.0,C,ARBY(C/C),ARBY(C<D),98.0,2024.0,2021.0,3.0,,D+,ARBY(D),88.0,1031.0,C-,ARBY(D/C),90.0,2020.0,2019.0,2.0,2024
123850,C-,92.0,1249.0,C,ARBY(C/C),ARBY(C<D),100.0,2022.0,,1.0,,D+,ARBY(D),87.0,1020.0,D,ARBY(D/D),79.0,2019.0,2018.0,4.0,2024
244797,D,83.0,1127.0,D,ARBY(D/D),ARBY(D<D),82.0,2024.0,2021.0,2.0,,D,ARBY(D),80.0,938.0,D,ARBY(D/D),81.0,2019.0,2017.0,3.0,2024
51348,A-,130.0,1765.0,A-,ARBY(A/A),ARBY(A<B),131.0,2024.0,2021.0,3.0,,B,ARBY(B),116.0,1360.0,B,ARBY(B/B),117.0,2020.0,2019.0,3.0,2024
474358,A+,282.0,3830.0,A+,ARBY(A/A),ARBY(A<-),234.0,2024.0,2022.0,3.0,,,ARBY,,,,ARBY,,,,,2024
302318,B,119.0,1616.0,C+,ARBY(B/C),ARBY(B<B),108.0,2024.0,2023.0,3.0,,B-,ARBY(B),113.0,1324.0,B,ARBY(B/B),117.0,2020.0,2018.0,4.0,2024
274752,A+,168.0,2281.0,A+,ARBY(A/A),ARBY(A<A),148.0,2024.0,2022.0,4.0,,A+,ARBY(A),159.0,1863.0,A+,ARBY(A/A),164.0,2019.0,2017.0,4.0,2024
52934,F,64.0,869.0,F,ARBY(F/F),ARBY(F<F),53.0,2024.0,2023.0,3.0,,F,ARBY(F),59.0,691.0,F,ARBY(F/F),63.0,2016.0,,1.0,2024
52935,D+,87.0,1181.0,D,ARBY(D/D),ARBY(D<D),75.0,2024.0,2022.0,3.0,,D+,ARBY(D),86.0,1008.0,D+,ARBY(D/D),87.0,2019.0,2017.0,2.0,2024
52924,B-,114.0,1548.0,B-,ARBY(B/B),ARBY(B<B),113.0,2022.0,,1.0,,B-,ARBY(B),112.0,1313.0,B-,ARBY(B/B),114.0,2019.0,2015.0,2.0,2024
52928,D-,71.0,964.0,F,ARBY(D/F),ARBY(D<C),68.0,2023.0,2021.0,3.0,,C-,ARBY(C),94.0,1102.0,C,ARBY(C/C),97.0,2020.0,2019.0,4.0,2024
52932,C,101.0,1372.0,C-,ARBY(C/C),ARBY(C<B),92.0,2023.0,2022.0,3.0,,B-,ARBY(B),111.0,1301.0,B,ARBY(B/B),116.0,2020.0,2015.0,2.0,2024
289747,F,52.0,706.0,F,ARBY(F/F),ARBY(F<-),58.0,2022.0,,1.0,,,ARBY,,,,ARBY,,,,1.0,2024
52926,C-,94.0,1277.0,B-,ARBY(C/B),ARBY(C<C),111.0,2023.0,2022.0,2.0,,C-,ARBY(C),93.0,1090.0,C,ARBY(C/C),98.0,2018.0,2017.0,4.0,2024
52925,C-,90.0,1222.0,C,ARBY(C/C),ARBY(C<B),102.0,2024.0,2022.0,4.0,,B-,ARBY(B),110.0,1289.0,B,ARBY(B/B),115.0,2020.0,2018.0,3.0,2024
456359,F,60.0,815.0,F,ARBY(F/F),ARBY(F<F),62.0,2024.0,2022.0,3.0,,F,ARBY(F),57.0,668.0,F,ARBY(F/F),62.0,2019.0,,1.0,2024
485023,,,,,ARBY,ARBY,,,,,,,ARBY,,,,ARBY,,,,,2024
244840,A+,174.0,2363.0,A+,ARBY(A/A),ARBY(A<A),171.0,2024.0,2022.0,2.0,,A+,ARBY(A),214.0,2508.0,A+,ARBY(A/A),182.0,2018.0,2017.0,4.0,2024
123852,C-,93.0,1263.0,C,ARBY(C/C),ARBY(C<B),95.0,2024.0,2023.0,4.0,,B+,ARBY(B),128.0,1500.0,B-,ARBY(B/B),113.0,2020.0,2017.0,4.0,2024
123853,C,97.0,1317.0,C,ARBY(C/C),ARBY(C<C),102.0,2022.0,2021.0,2.0,,C,ARBY(C),95.0,1113.0,D+,ARBY(C/D),86.0,2020.0,2018.0,4.0,2024
176283,A,135.0,1833.0,A,ARBY(A/A),ARBY(A<A),143.0,2024.0,2021.0,2.0,,A-,ARBY(A),132.0,1547.0,A-,ARBY(A/A),132.0,2019.0,2016.0,2.0,2024
476203,,,,,ARBY,ARBY,,,,,,,ARBY,,,,ARBY,,,,,2024
502319,,,,,ARBY,ARBY,,,,,,,ARBY,,,,ARBY,,,,,2024
372613,B,115.0,1562.0,B-,ARBY(B/B),ARBY(B<A),113.0,2023.0,2022.0,3.0,,A,ARBY(A),138.0,1617.0,B+,ARBY(A/B),129.0,2020.0,2018.0,5.0,2024
52749,,,,,ARBY,ARBY,,,,,,A-,ARBY(A),130.0,1524.0,B,ARBY(A/B),122.0,2018.0,2016.0,3.0,2024
468371,C+,109.0,1480.0,B,ARBY(C/B),ARBY(C<-),119.0,2024.0,2023.0,3.0,,,ARBY,,,,ARBY,,,,,2024
465847,D,77.0,1046.0,D,ARBY(D/D),ARBY(D<-),83.0,2023.0,,1.0,,,ARBY,,,,ARBY,,,,,2024
470455,D-,72.0,978.0,D,ARBY(D/D),ARBY(D<-),80.0,2024.0,2021.0,2.0,,,ARBY,,,,ARBY,,2020.0,,1.0,2024
282698,C,102.0,1385.0,C+,ARBY(C/C),ARBY(C<C),105.0,2023.0,2021.0,2.0,,C,ARBY(C),102.0,1195.0,C,ARBY(C/C),101.0,2019.0,,1.0,2024
278302,D+,87.0,1181.0,C-,ARBY(D/C),ARBY(D<-),93.0,2023.0,,1.0,,,ARBY,,,,ARBY,,,,,2024
273140,C,104.0,1412.0,B-,ARBY(C/B),ARBY(C<C),112.0,2024.0,2023.0,4.0,,C,ARBY(C),99.0,1160.0,C,ARBY(C/C),99.0,2020.0,2017.0,3.0,2024
302678,D,80.0,1086.0,D+,ARBY(D/D),ARBY(D<D),85.0,2024.0,2022.0,3.0,,D+,ARBY(D),88.0,1031.0,D+,ARBY(D/D),88.0,2020.0,2018.0,4.0,2024
360274,F,52.0,706.0,F,ARBY(F/F),ARBY(F<-),58.0,2024.0,2022.0,2.0,,,ARBY,,,,ARBY,,,,,2024
234585,C,100.0,1358.0,C+,ARBY(C/C),ARBY(C<C),109.0,2024.0,2022.0,3.0,,C,ARBY(C),104.0,1219.0,C,ARBY(C/C),103.0,2017.0,2017.0,2.0,2024
230653,B-,111.0,1507.0,B,ARBY(B/B),ARBY(B<C),119.0,2024.0,2023.0,5.0,,C+,ARBY(C),108.0,1266.0,C+,ARBY(C/C),108.0,2020.0,2019.0,6.0,2024
244836,D,75.0,1019.0,D,ARBY(D/D),ARBY(D<C),82.0,2022.0,,1.0,,C-,ARBY(C),94.0,1102.0,C-,ARBY(C/C),93.0,2017.0,,1.0,2024
381915,F,68.0,923.0,D-,ARBY(F/D),ARBY(F<F),72.0,2023.0,2021.0,2.0,,F,ARBY(F),68.0,797.0,F,ARBY(F/F),69.0,2020.0,2015.0,2.0,2024
369599,C,98.0,1331.0,C,ARBY(C/C),ARBY(C<B),104.0,2024.0,2022.0,3.0,,B-,ARBY(B),113.0,1324.0,B-,ARBY(B/B),113.0,2019.0,2018.0,3.0,2024
381916,,,,,ARBY,ARBY,,,,,,,ARBY,,,,ARBY,,,,,2024
176302,C-,93.0,1263.0,C,ARBY(C/C),ARBY(C<C),98.0,2022.0,2021.0,3.0,,C,ARBY(C),103.0,1207.0,C,ARBY(C/C),103.0,2020.0,2019.0,5.0,2024
176286,,,,,ARBY,ARBY,,,,,,,ARBY,,,,ARBY,,,,,2024
176287,C,103.0,1399.0,B-,ARBY(C/B),ARBY(C<B),111.0,2023.0,2022.0,2.0,,B,ARBY(B),115.0,1348.0,B,ARBY(B/B),116.0,2018.0,2017.0,4.0,2024
176289,C+,109.0,1480.0,B,ARBY(C/B),ARBY(C<B),116.0,2024.0,2023.0,4.0,,B-,ARBY(B),112.0,1313.0,B-,ARBY(B/B),112.0,2020.0,2019.0,6.0,2024
176303,D-,71.0,964.0,D,ARBY(D/D),ARBY(D<D),76.0,2024.0,2023.0,5.0,,D,ARBY(D),81.0,949.0,D,ARBY(D/D),81.0,2020.0,2016.0,3.0,2024
450105,F,57.0,774.0,F,ARBY(F/F),ARBY(F<D),62.0,2022.0,,1.0,,D,ARBY(D),77.0,902.0,D,ARBY(D/D),77.0,2018.0,,1.0,2024
465823,,,,,ARBY,ARBY,,,,,,,ARBY,,,,ARBY,,,,,2024
485024,F,52.0,706.0,F,ARBY(F/F),ARBY(F<-),57.0,2023.0,,1.0,,,ARBY,,,,ARBY,,,,,2024
304587,C,95.0,1290.0,C,ARBY(C/C),ARBY(C<C),100.0,2023.0,2021.0,3.0,,C,ARBY(C),101.0,1184.0,C,ARBY(C/C),100.0,2020.0,2019.0,4.0,2024
324670,C,98.0,1331.0,C+,ARBY(C/C),ARBY(C<C),107.0,2024.0,2023.0,3.0,,C,ARBY(C),99.0,1160.0,C,ARBY(C/C),100.0,2017.0,2016.0,3.0,2024
325265,D-,73.0,991.0,D,ARBY(D/D),ARBY(D<D),78.0,2024.0,2023.0,3.0,,D+,ARBY(D),86.0,1008.0,D+,ARBY(D/D),86.0,2020.0,2017.0,4.0,2024
372611,,,,,ARBY,ARBY,,,,,,D+,ARBY(D),87.0,1020.0,D+,ARBY(D/D),87.0,2018.0,2017.0,2.0,2024
176299,C,104.0,1412.0,C+,ARBY(C/C),ARBY(C<C),108.0,2023.0,2021.0,2.0,,C,ARBY(C),98.0,1149.0,C,ARBY(C/C),98.0,2019.0,2018.0,3.0,2024
500565,,,,,AUBON,AUBON,,,,,,,AUBON,,,,AUBON,,,,,2024
486029,,,,,AUBON,AUBON,,,,,,,AUBON,,,,AUBON,,,,,2024
286164,C-,92.0,5882.0,D+,BAHAMA(C/D),BAHAMA(C<C),86.0,2023.0,,1.0,,C-,BAHAMA(C),91.0,5425.0,D+,BAHAMA(C/D),86.0,2019.0,2018.0,4.0,2024
286167,B,122.0,7799.0,B-,BAHAMA(B/B),BAHAMA(B<B),114.0,2023.0,,1.0,,B,BAHAMA(B),124.0,7392.0,B,BAHAMA(B/B),117.0,2019.0,2018.0,3.0,2024
488422,,,,,BAJAFM,BAJAFM,,,,,,,BAJAFM,,,,BAJAFM,,,,,2024
377941,,,,,BAJAFM,BAJAFM,,,,,,F,BAJAFM(F),67.0,654.0,D-,BAJAFM(F/D),74.0,2016.0,,1.0,2024
299388,B-,112.0,1901.0,B,BRADY(B/B),BRADY(B<C),121.0,2023.0,2022.0,5.0,,C-,BRADY(C),90.0,1198.0,B-,BRADY(C/B),111.0,2020.0,2019.0,6.0,2024
355754,,,,,BRADY,BRADY,,,,,,D+,BRADY(D),88.0,1171.0,B-,BRADY(D/B),112.0,2016.0,2015.0,2.0,2024
346970,B,116.0,1969.0,C+,BRADY(B/C),BRADY(B<A),108.0,2022.0,,1.0,,A,BRADY(A),142.0,1890.0,A,BRADY(A/A),143.0,2017.0,2016.0,2.0,2024
355753,B,122.0,2070.0,B,BRADY(B/B),BRADY(B<C),123.0,2023.0,2021.0,2.0,,C+,BRADY(C),107.0,1424.0,B-,BRADY(C/B),110.0,2020.0,2017.0,4.0,2024
282902,D,83.0,1409.0,D+,BRADY(D/D),BRADY(D<D),89.0,2023.0,2022.0,5.0,,D,BRADY(D),83.0,1105.0,C-,BRADY(D/C),90.0,2020.0,2019.0,5.0,2024
313419,F,55.0,3106.0,D,BENI(F/D),BENI(F<D),83.0,2023.0,,1.0,,D,BENI(D),77.0,3615.0,C,BENI(D/C),95.0,2018.0,2017.0,3.0,2024
191468,C+,108.0,6100.0,B,BENI(C/B),BENI(C<C),117.0,2024.0,,1.0,,C,BENI(C),103.0,4836.0,B,BENI(C/B),124.0,2016.0,2015.0,2.0,2024
494795,,,,,BISVIL,BISVIL,,,,,,,BISVIL,,,,BISVIL,,,,,2024
503473,,,,,BISVIL,BISVIL,,,,,,,BISVIL,,,,BISVIL,,,,,2024
494812,,,,,BISVIL,BISVIL,,,,,,,BISVIL,,,,BISVIL,,,,,2024
502343,,,,,BLAZE,BLAZE,,,,,,,BLAZE,,,,BLAZE,,,,,2024
476994,D-,74.0,915.0,F,BLAZE(D/F),BLAZE(D<-),61.0,2024.0,,1.0,,,BLAZE,,,,BLAZE,,,,,2024
450056,B,118.0,1458.0,C,BLAZE(B/C),BLAZE(B<C),97.0,2023.0,2022.0,3.0,,C,BLAZE(C),98.0,1230.0,C,BLAZE(C/C),100.0,2018.0,2018.0,2.0,2024
455766,A+,163.0,2015.0,A,BLAZE(A/A),BLAZE(A<A),135.0,2024.0,2022.0,3.0,,A+,BLAZE(A),160.0,2008.0,B+,BLAZE(A/B),125.0,2019.0,,1.0,2024
450055,C-,90.0,1112.0,D,BLAZE(C/D),BLAZE(C<F),75.0,2023.0,2021.0,2.0,,F,BLAZE(F),64.0,803.0,F,BLAZE(F/F),50.0,2020.0,,1.0,2024
465856,D,79.0,976.0,D,BLAZE(D/D),BLAZE(D<-),83.0,2023.0,2021.0,2.0,,,BLAZE,,,,BLAZE,,2020.0,,1.0,2024
480267,B,123.0,1520.0,C-,BLAZE(B/C),BLAZE(B<-),93.0,2024.0,2023.0,2.0,,,BLAZE,,,,BLAZE,,,,,2024
431359,F,44.0,118.0,D+,BLIMP(F/D),BLIMP(F<F),86.0,2023.0,,1.0,,F,BLIMP(F),49.0,120.0,F,BLIMP(F/F),62.0,2016.0,,1.0,2024
458607,A,139.0,374.0,A,BLIMP(A/A),BLIMP(A<B),140.0,2022.0,2021.0,3.0,,B,BLIMP(B),121.0,295.0,A-,BLIMP(B/A),134.0,2020.0,2019.0,2.0,2024
504403,,,,,BLIMP,BLIMP,,,,,,,BLIMP,,,,BLIMP,,,,,2024
313276,D+,87.0,234.0,B-,BLIMP(D/B),BLIMP(D<C),110.0,2024.0,2021.0,2.0,,C,BLIMP(C),97.0,237.0,C+,BLIMP(C/C),109.0,2019.0,2017.0,3.0,2024
235060,D+,86.0,231.0,C,BLIMP(D/C),BLIMP(D<D),95.0,2022.0,,1.0,,D,BLIMP(D),82.0,200.0,D+,BLIMP(D/D),88.0,2019.0,,1.0,2024
376781,,,,,BLIMP,BLIMP,,,,,,,BLIMP,,,,BLIMP,,,,,2024
162833,,,,,BLIMP,BLIMP,,,,,,F,BLIMP(F),48.0,117.0,F,BLIMP(F/F),52.0,2018.0,,1.0,2024
162620,D,75.0,202.0,C,BLIMP(D/C),BLIMP(D<F),95.0,2024.0,2021.0,2.0,,F,BLIMP(F),67.0,163.0,D,BLIMP(F/D),75.0,2019.0,2017.0,3.0,2024
222269,C+,109.0,293.0,C,BLIMP(C/C),BLIMP(C<C),98.0,2024.0,2023.0,6.0,,C,BLIMP(C),97.0,237.0,C+,BLIMP(C/C),108.0,2020.0,2019.0,5.0,2024
230886,C,100.0,269.0,C-,BLIMP(C/C),BLIMP(C<D),91.0,2024.0,2023.0,4.0,,D+,BLIMP(D),88.0,215.0,C,BLIMP(D/C),99.0,2020.0,2018.0,2.0,2024
